Alder,Ash,Basswood,Beech,Birch,Cedar.juniper,Cherry,Elm,Fir,Hackberry,Hemlock,Hickory,Ironwood,Maple,Oak,Pine,Poplar,Spruce,Sycamore,Tamarack,Walnut,Willow
2.85E-15,2.85E-15,8.486069412,1.84E-13,0.115253664,8.08E-15,0.896236965,9.427834325,3.11E-13,6.527049453,2.09E-12,0.104688754,0.708141281,12.84132643,10.15034904,5.715614681,1.194879559,1.48E-13,5.05E-14,1.16E-09,0.953248935,0.184645202
3.04E-15,3.04E-15,5.605202178,1.84E-13,0.036041014,9.19E-15,0.464744547,4.567179811,2.96E-13,1.126073682,2.03E-12,0.034404809,0.337480122,4.179771165,9.628995221,9.690837029,0.883072528,1.44E-13,5.17E-14,7.40E-05,0.746432871,0.068111925
3.24E-15,3.24E-15,2.737489784,1.83E-13,0.008924875,0.015954609,0.168966438,1.333960301,2.79E-13,0.02436181,1.96E-12,0.01029268,0.157222984,1.020559953,7.344415677,1.448443987,0.636018897,1.39E-13,5.30E-14,0.026311851,0.285302209,0.025352842
3.47E-15,3.47E-15,1.376637151,1.83E-13,0.004738504,6.33E-08,0.062587067,0.382408999,2.60E-13,5.53E-05,1.88E-12,0.005375858,0.106513666,0.330707806,5.278438864,1.329496193,0.589957041,9.68E-09,5.44E-14,0.315512059,0.065318267,0.013351555
3.71E-15,3.71E-15,1.251917225,1.82E-13,0.014564704,1.51E-14,0.047369066,0.256409388,2.40E-13,2.69E-07,1.79E-12,0.009882146,0.133243581,0.268842843,4.409549001,4.380541126,1.051139131,0.50693235,5.57E-14,0.718914866,0.028982851,0.013063441
3.97E-15,3.97E-15,2.320843065,1.80E-13,0.157418803,1.83E-14,0.086543248,0.53186878,2.19E-13,1.42E-07,1.70E-12,0.058509548,0.281851231,0.575792118,4.308004814,2.229654418,3.126733791,0.187202012,5.71E-14,1.154430904,0.059342107,0.022080989
4.26E-15,4.26E-15,5.66463658,1.79E-13,1.822343633,2.22E-14,0.210459789,1.820327839,1.97E-13,2.96E-06,1.61E-12,0.530423368,0.73206061,1.821450701,5.124325062,0.315001705,8.35432519,9.51E-06,5.85E-14,1.789853755,0.337472651,0.045287798
4.55E-15,4.55E-15,12.05245834,1.76E-13,9.134852103,2.68E-14,0.435949962,5.852833533,1.75E-13,0.001651349,1.52E-12,3.130512472,1.676772318,4.788344531,6.85933707,0.071406019,13.77609339,1.49E-09,6.00E-14,2.889721375,2.366360003,0.077077415
4.87E-15,4.87E-15,16.20037878,1.74E-13,11.9397535,3.22E-14,0.67085488,11.31891212,1.53E-13,0.890245856,1.42E-12,5.47796662,2.639622247,7.06065837,9.977653036,0.137097405,14.89271674,1.69E-09,6.15E-14,4.232436412,6.467480663,0.082619188
5.19E-15,5.19E-15,18.69192379,1.71E-13,8.46884529,3.84E-14,0.869289741,15.34100462,1.32E-13,0.178351383,1.33E-12,5.499233569,3.291728758,7.938126523,12.92873134,0.491021174,13.04584088,1.23E-07,6.30E-14,4.879552985,8.944568011,0.069580658
5.53E-15,5.53E-15,22.46303444,1.67E-13,5.538181917,4.54E-14,0.908622286,17.55584143,1.12E-13,9.09E-06,1.25E-12,4.751942402,3.700762127,8.730506013,12.90941182,1.557044674,10.00876931,2.13E-05,6.45E-14,4.981742783,8.492688056,0.055991976
5.87E-15,5.87E-15,26.50122787,1.64E-13,4.459504497,5.31E-14,0.415281426,18.77472688,9.48E-14,2.23E-10,1.17E-12,3.962758172,4.016880357,10.76942015,9.936394399,3.597303148,7.924438133,0.002030976,6.61E-14,5.28609412,6.432770829,0.049880355
6.22E-15,6.22E-15,26.00550114,1.60E-13,5.114448934,6.14E-14,0.029019577,19.35115633,7.99E-14,2.35E-10,1.09E-12,3.268235169,4.333506844,14.69561325,7.601294897,5.145504103,7.71214272,0.039718372,6.77E-14,6.392586097,3.887173419,0.054215022
6.56E-15,6.56E-15,22.88571522,1.55E-13,7.348406625,7.02E-14,0.000725996,19.74757378,6.77E-14,2.61E-06,1.02E-12,2.947122003,4.575392316,20.06679056,7.588950004,6.049082549,8.544983723,0.181575609,6.94E-14,7.975613696,2.84761188,0.06321354
6.90E-15,6.90E-15,19.66064604,1.51E-13,11.39609365,7.93E-14,1.68E-05,18.81364984,0.000129023,8.141685606,9.47E-13,2.779467863,4.784505225,24.5837033,10.88753368,6.821114099,9.929833657,0.392531862,7.10E-14,10.12257695,3.54700857,0.064953998
7.23E-15,7.23E-15,17.27249762,1.47E-13,16.59698226,4.27E-05,4.48E-06,15.8731597,0.084191755,0.001356313,8.84E-13,2.102979772,4.590573165,26.1102842,18.03809563,9.437675706,11.49589039,1.097720884,7.27E-14,12.51753964,3.532651753,0.053123732
7.55E-15,7.55E-15,14.89155132,1.42E-13,22.23714666,0.200780089,4.40E-05,12.47956517,2.37991932,1.40E-13,8.27E-13,1.036789244,3.710433123,25.65322508,26.03406948,16.59549757,13.61150642,4.206900388,7.45E-14,14.47301982,0.965380181,0.038006555
7.85E-15,7.85E-15,12.31008705,1.38E-13,28.50661553,0.536134616,0.002085388,10.209907,15.58196654,1.41E-13,7.77E-13,0.329971863,2.682558118,25.35227967,27.83161763,31.44600457,17.48923332,13.39450481,7.63E-14,15.89897574,0.07858111,0.028075485
8.14E-15,8.14E-15,9.769169669,1.35E-13,34.7388439,0.748315287,0.001950001,9.214990171,30.13799866,1.42E-13,7.34E-13,0.073590215,1.938883608,25.49943344,24.39067156,56.282895,24.23648529,23.18738841,7.81E-14,17.21761622,0.00791574,0.024419705
8.41E-15,8.41E-15,7.726367294,1.32E-13,40.60292321,0.635933164,5.76E-08,8.883768558,27.7589898,1.43E-13,6.98E-13,0.016258258,1.525217994,27.39914215,20.61049526,73.43890223,32.67944194,27.41382243,7.99E-14,18.0541783,0.001650394,0.024315269
9.04E-10,9.04E-10,6.665187708,1.30E-13,44.16296631,0.491783688,4.75E-14,8.997289236,15.58848273,1.45E-13,6.69E-13,0.004421041,1.43326052,28.48979683,18.65427801,68.48314237,40.53202061,23.53660977,8.18E-14,16.85228797,0.002352045,0.029552977
0.000658643,0.000658643,7.121743357,1.29E-13,41.36040792,0.606844436,4.53E-14,9.613639742,7.738759128,1.46E-13,6.48E-13,0.001644441,1.624214306,22.89510926,19.76876995,47.32497787,44.54697431,14.74883838,8.37E-14,14.02648596,0.086156616,0.048349585
0.135080941,0.135080941,8.66191549,1.29E-13,35.92340165,0.882273724,4.31E-14,9.842486599,5.594189736,1.47E-13,6.33E-13,0.000875012,1.757627379,15.27408937,20.72215001,30.72375226,43.10878319,9.051437914,8.57E-14,11.49009609,0.325809768,0.085692129
0.095314927,0.095314927,11.05514208,1.31E-13,31.43768397,1.239811353,4.09E-14,9.449337821,7.858784157,1.49E-13,6.25E-13,0.000645237,1.402553281,10.54219569,18.62404992,25.26273345,37.03107667,7.998230838,8.77E-14,10.47876763,0.006749692,0.131983266
0.024293283,0.024293283,13.47579765,1.34E-13,28.83251394,1.807881961,3.88E-14,9.064354955,12.03696016,1.50E-13,6.22E-13,0.000553847,0.985815227,9.075807346,14.97885317,31.04084773,31.2952641,8.98011443,8.97E-14,10.06640377,3.71E-06,0.164963501
0.028307112,0.028307112,15.12732871,1.38E-13,28.58888609,2.893117134,3.67E-14,8.892293048,14.61207984,1.51E-13,6.25E-13,0.000486681,0.717890809,10.93615158,10.76761717,49.28809914,27.70579226,11.13250893,9.18E-14,10.26158828,5.38E-10,0.172510918
0.072209758,0.072209758,15.710986,1.43E-13,29.90003641,4.621980814,3.47E-14,8.976971094,14.93577022,1.53E-13,6.32E-13,0.000402361,0.614926277,16.38875604,7.079549816,68.95887921,26.02679855,13.32767823,9.39E-14,10.9480671,1.21E-13,0.171106451
0.041118627,0.041118627,14.13966113,1.48E-13,30.46551248,7.019641326,3.27E-14,8.189866968,12.58331479,1.54E-13,6.43E-13,0.000293517,0.596355233,21.58438354,4.656132315,61.77072792,25.67403005,13.35075616,9.60E-14,12.03044835,1.19E-13,0.193817646
0.001545602,0.001545602,11.45247478,1.53E-13,28.33813718,9.503754484,3.09E-14,6.558423008,10.09780384,1.55E-13,6.57E-13,0.000186578,0.716065263,19.99592337,3.746976458,39.53341143,25.14091467,11.10773991,9.82E-14,12.38933188,1.17E-13,0.269353537
6.79E-05,6.79E-05,9.663973091,1.58E-13,24.09819879,11.09292217,2.92E-14,5.176093378,8.54239403,1.57E-13,6.73E-13,0.000108853,1.035697495,13.85021432,3.888969935,25.57373909,22.49232822,8.774622897,1.00E-13,11.02696749,1.15E-13,0.397055386
2.05E-05,2.05E-05,8.964881051,1.63E-13,19.83944403,11.82041699,2.75E-14,4.387856702,7.751300972,1.58E-13,6.91E-13,6.08E-05,1.46354089,8.450359014,4.849854669,21.95404101,17.87179758,7.147600141,1.03E-13,9.006163133,1.12E-13,0.514936959
3.82E-05,3.82E-05,8.731125018,1.67E-13,17.77204924,12.2737349,2.60E-14,4.195832111,7.368520975,1.59E-13,7.11E-13,3.29E-05,1.413827565,6.235967736,5.095563529,25.83496307,12.73925629,6.212330627,1.05E-13,7.458211526,1.10E-13,0.495749192
0.000171214,0.000171214,8.475605946,1.71E-13,18.83542986,13.49097233,2.46E-14,4.722123568,7.098598434,1.61E-13,7.31E-13,1.73E-05,0.800546458,6.641540761,3.57213122,36.77312668,9.153308617,5.898463363,1.07E-13,7.042051297,1.08E-13,0.32598241
0.000837351,0.000837351,8.553263707,1.74E-13,22.71208389,15.13252502,2.32E-14,5.686824503,7.179166553,1.62E-13,7.52E-13,8.50E-06,0.466142458,8.983521306,1.756534885,53.00148552,7.611559079,6.244282668,1.10E-13,7.866177618,1.06E-13,0.163965238
0.001723088,0.001723088,9.368818543,5.25E-05,28.73739752,16.81178022,2.19E-14,6.687229819,7.941367663,1.64E-13,7.75E-13,3.83E-06,0.504037865,12.51876147,0.713925289,61.67539285,8.164629167,7.334155965,1.12E-13,9.738148783,1.03E-13,0.075632931
0.001349628,0.001349628,11.10877555,1.77E-13,36.21992974,18.38656273,2.07E-14,7.052636038,9.781085001,1.65E-13,7.98E-13,1.60E-06,1.092328449,15.98588337,0.282880374,63.98330643,11.37308265,9.374023142,1.15E-13,11.97621037,1.01E-13,0.036851616
0.000750577,0.000750577,13.38262004,1.77E-13,43.7610596,18.27049617,1.96E-14,6.267006217,12.13963173,1.67E-13,8.23E-13,6.25E-07,3.57277997,16.71200904,0.119653255,68.89318052,17.41732386,12.70647153,1.17E-13,13.67550337,9.97E-14,0.022017502
0.00244969,0.00244969,13.80872371,1.75E-13,49.9180314,16.79087282,1.85E-14,4.775191661,14.2570281,1.68E-13,8.49E-13,2.43E-07,2.145588382,15.80312548,0.054148817,81.76622421,24.32914714,16.622012,1.20E-13,15.06720327,9.80E-14,0.015483405
0.017976469,0.017976469,10.39231545,1.72E-13,48.74955195,13.29284407,1.75E-14,3.259272502,13.92045349,1.70E-13,8.76E-13,1.01E-07,0.0285222,13.8443308,0.033788414,91.19183019,28.45368833,18.8134946,1.22E-13,16.59307639,9.65E-14,0.011706257
0.129545967,0.129545967,5.768850298,1.68E-13,38.03932208,9.536043374,1.65E-14,2.27773301,11.39889314,1.71E-13,9.05E-13,4.53E-08,3.57E-06,10.74661882,0.033568749,81.1062009,27.78124254,17.91051075,1.25E-13,18.04186957,9.52E-14,0.009366468
0.405740232,0.405740232,2.872720202,1.63E-13,25.44017624,7.155255016,1.56E-14,1.835701575,8.423435055,1.73E-13,9.35E-13,2.04E-08,9.02E-14,6.760023141,0.053687899,52.71299894,22.43395391,14.76164355,1.28E-13,18.44483665,9.40E-14,0.008873493
0.149958456,0.149958456,1.663385373,1.58E-13,16.05698466,6.647576396,1.47E-14,1.76352127,6.256581215,1.74E-13,9.67E-13,8.58E-09,9.85E-14,3.479732698,0.13150157,29.38743863,16.78871556,11.22324774,1.31E-13,16.66425469,9.30E-14,0.011753198
0.004790137,0.004790137,1.381683013,1.52E-13,11.60183384,7.98560624,1.39E-14,1.875878884,5.030303303,1.76E-13,1.00E-12,3.26E-09,1.08E-13,1.766895074,0.397603917,18.80140925,12.87726253,8.648108616,1.34E-13,13.32392725,9.21E-14,0.023833066
0.000129095,0.000129095,1.554153632,1.45E-13,10.23417543,10.63014988,1.31E-14,2.010453004,4.419415205,1.77E-13,1.04E-12,1.18E-09,1.18E-13,1.115319063,0.991674302,15.72157896,10.56750606,7.450495325,1.37E-13,10.32499052,9.13E-14,0.06285789
1.88E-05,1.88E-05,1.967775964,1.38E-13,10.27718887,13.6555441,1.24E-14,2.093105859,4.230282244,1.79E-13,1.08E-12,4.40E-10,6.57E-11,0.942981104,1.602556052,16.79642965,9.922776683,7.586932732,1.40E-13,8.609452527,9.06E-14,0.164593137
3.05E-05,3.05E-05,2.495141494,1.32E-13,10.95599495,15.74453082,1.17E-14,2.12711417,4.258237112,1.80E-13,1.12E-12,1.75E-10,8.10E-07,1.169630989,1.446984183,18.77363024,10.25610397,8.90509629,1.43E-13,8.378434238,9.01E-14,0.352205319
0.0002235,0.0002235,2.869963369,1.25E-13,11.2479912,17.05395458,1.10E-14,2.192855299,4.275052301,1.82E-13,1.16E-12,2.65E-13,1.73E-06,1.809096231,0.897830588,18.99419513,10.98774562,10.8942765,1.46E-13,8.92544636,8.96E-14,0.567663264
0.002795513,0.002795513,2.873697822,1.18E-13,10.94197708,18.03690765,1.04E-14,2.486244407,4.430057275,1.84E-13,1.21E-12,2.78E-13,1.58E-13,2.817279497,0.499752835,18.89230682,11.60818871,12.86933728,1.49E-13,9.489845898,8.93E-14,0.65643579
0.026613164,0.026613164,2.954244504,1.11E-13,10.72774097,18.90722581,9.85E-15,3.378721393,5.389154123,1.85E-13,1.26E-12,2.91E-13,1.67E-13,3.755397125,0.328814653,20.52327842,11.94166831,14.73911415,1.52E-13,10.22979109,8.90E-14,0.575315604
0.110020949,0.110020949,3.321889489,1.05E-13,11.48833246,19.77213011,9.30E-15,5.241742305,7.783117721,1.87E-13,1.32E-12,3.06E-13,1.75E-13,3.886959417,0.321443516,22.54521956,12.53669432,16.43327833,1.56E-13,11.18807348,8.88E-14,0.45780232
0.157948916,0.157948916,3.721862722,9.83E-14,13.47819896,21.13234196,8.78E-15,7.786928557,11.55906675,1.89E-13,1.38E-12,3.21E-13,1.82E-13,3.185968183,0.501449558,20.66087271,14.17534303,17.92468907,1.59E-13,11.78633472,8.86E-14,0.398675573
0.070302222,0.070302222,3.469385374,9.23E-14,15.8684052,23.38703119,8.30E-15,9.212294761,14.88991609,1.90E-13,1.44E-12,3.37E-13,1.88E-13,2.295087566,1.069857569,11.96585586,16.62199114,19.27005408,1.63E-13,11.78177941,8.86E-14,0.428171695
0.008816832,0.008816832,1.883108762,8.65E-14,16.48006845,24.8756887,7.84E-15,7.265706125,14.12026146,1.92E-13,1.50E-12,3.54E-13,1.92E-13,1.673115954,2.170744756,3.799043549,19.62895568,19.60001799,1.66E-13,11.33973834,8.85E-14,0.645648477
0.001131581,0.001131581,0.416045857,8.11E-14,16.08821704,23.6620486,7.41E-15,3.795307613,10.42563335,1.94E-13,1.57E-12,3.71E-13,1.93E-13,1.387536839,3.790772106,1.005217938,22.12481958,18.11867603,1.70E-13,10.10281375,8.86E-14,1.108612443
0.000638794,0.000638794,0.023338693,7.60E-14,16.79934616,19.74490767,7.00E-15,1.508439482,7.588395516,1.95E-13,1.65E-12,3.90E-13,1.93E-13,1.19335353,4.698360642,0.482649792,23.72575626,14.87199986,1.74E-13,8.176678121,8.87E-14,1.796338131
1.80E-15,1.80E-15,1.0530988,1.90E-13,3.44E-08,1.95E-15,0.004641846,0.896558861,5.10E-13,1.06E-13,1.58E-12,0.032495297,0.000162422,0.182876362,0.52744042,7.70E-15,0.487186664,2.31E-13,3.40E-14,2.36E-15,0.181216018,0.00282859
1.81E-15,1.81E-15,1.707093849,1.88E-13,0.000115985,2.07E-15,0.049358815,1.128711875,4.97E-13,3.74E-07,1.62E-12,0.120317658,0.023910129,0.310019798,0.691892158,8.47E-15,1.054258014,2.26E-13,3.49E-14,2.46E-15,0.488307195,0.005452547
1.82E-15,1.82E-15,2.244143609,1.86E-13,0.036727857,2.21E-15,0.089018314,1.627563041,4.85E-13,0.008801602,1.67E-12,0.341267634,0.459083681,0.763763394,1.17206104,9.01E-15,1.76634035,2.21E-13,3.58E-14,2.57E-15,0.947307178,0.009858329
1.83E-15,1.83E-15,2.826656257,1.84E-13,0.289187755,2.37E-15,0.105292028,2.593006212,4.72E-13,0.021746692,1.71E-12,0.718593984,1.742147705,2.230294035,2.109955006,9.37E-15,2.398677794,2.16E-13,3.68E-14,2.68E-15,1.732090899,0.014870552
1.85E-15,1.85E-15,3.618395432,1.82E-13,0.114172706,2.55E-15,0.14261203,4.193543531,4.60E-13,0.00208973,1.76E-12,1.178875868,2.401207146,5.55810076,3.25634815,9.71E-15,3.018751064,2.11E-13,3.77E-14,2.81E-15,2.770887168,0.016745355
1.87E-15,1.87E-15,4.475756746,1.81E-13,0.01088563,2.77E-15,0.223501684,5.741007931,4.48E-13,0.001761648,1.80E-12,1.470004115,1.924441483,7.069907558,3.767319118,1.20E-07,3.527426988,2.06E-13,3.87E-14,2.97E-15,2.900488285,0.011679495
1.90E-15,1.90E-15,5.364254189,1.80E-13,0.001900485,3.01E-15,0.423578237,6.679061525,4.36E-13,0.03517985,1.85E-12,1.665476454,1.429470126,4.605713315,3.614882759,0.000519373,4.525287719,2.01E-13,3.97E-14,3.15E-15,2.180399261,0.006059357
1.94E-15,1.94E-15,6.928925255,1.80E-13,0.000955905,3.29E-15,1.173264454,7.871253543,4.25E-13,0.325214477,1.89E-12,2.065428125,1.381710441,2.655099073,3.613808842,1.44E-14,7.592799034,1.96E-13,4.08E-14,3.38E-15,1.891855047,0.003446616
1.98E-15,1.98E-15,7.204551068,1.79E-13,0.001705256,3.61E-15,1.873763013,7.788318854,4.14E-13,0.98737096,1.93E-12,2.365988659,1.40779988,1.451004555,3.895291584,1.83E-14,11.38415984,1.91E-13,4.18E-14,3.67E-15,1.926804332,0.002907393
2.03E-15,2.03E-15,5.857618478,1.79E-13,0.007156936,3.97E-15,1.329920515,6.066044022,4.02E-13,0.70203015,1.97E-12,2.164375497,1.149989916,0.83520405,3.895313965,2.43E-14,12.97908406,1.86E-13,4.29E-14,4.05E-15,1.922590342,0.003633604
2.10E-15,2.10E-15,3.656235541,1.80E-13,0.033678651,4.37E-15,0.381852792,3.65494988,3.91E-13,0.273180873,2.00E-12,1.405311762,0.659809339,0.567054814,3.233328577,3.35E-14,9.602266324,1.81E-13,4.40E-14,4.54E-15,1.604542636,0.0067768
2.17E-15,2.17E-15,2.165274669,1.80E-13,0.155560629,4.82E-15,0.120624148,1.947643792,3.81E-13,0.097547491,2.02E-12,0.787635259,0.351132379,0.465410609,2.319529744,4.76E-14,5.57114542,1.75E-13,4.52E-14,5.20E-15,1.268644199,0.014948008
2.26E-15,2.26E-15,1.547576261,1.81E-13,0.547534516,5.33E-15,0.073299749,1.212918028,3.70E-13,0.066839101,2.03E-12,0.468030023,0.254764391,0.556391622,1.832680112,6.89E-14,3.047928642,1.70E-13,4.63E-14,6.09E-15,1.056224532,0.036493979
2.37E-15,2.37E-15,1.950828574,1.81E-13,0.813510012,5.91E-15,0.12399931,1.484814613,3.59E-13,0.218457847,2.03E-12,0.396207018,0.392378512,1.426639052,2.168656035,1.00E-13,2.022733976,1.65E-13,4.75E-14,7.31E-15,1.00794457,0.101561088
2.49E-15,2.49E-15,3.407756411,1.82E-13,0.859494695,6.56E-15,0.389957498,2.786202345,3.48E-13,1.123624395,2.02E-12,0.425046662,0.989614719,5.053144925,3.795680037,1.39E-05,1.601764032,1.59E-13,4.87E-14,9.01E-15,1.166721402,0.266655626
2.62E-15,2.62E-15,8.218962493,1.83E-13,0.651899902,7.31E-15,1.440686671,7.756503801,3.36E-13,4.232820079,1.99E-12,0.594497136,2.826053958,17.87401107,7.644502878,0.025999962,1.590550986,1.54E-13,5.00E-14,1.14E-14,1.648278268,0.479496795
2.78E-15,2.78E-15,17.71528848,1.83E-13,0.425986554,8.16E-15,2.997158269,17.52008972,3.24E-13,4.940809514,1.96E-12,0.750791807,5.004728897,34.80503098,13.16849915,0.161511057,1.681291297,1.49E-13,5.12E-14,1.47E-14,2.304310586,0.437394072
2.95E-15,2.95E-15,20.8861088,1.84E-13,0.251489439,9.17E-15,2.209369106,18.30557876,3.11E-13,1.296448489,1.91E-12,0.544299278,3.812754426,27.333886,15.79763456,2.053870719,1.606573368,1.44E-13,5.25E-14,4.79E-10,2.173560804,0.185542917
3.15E-15,3.15E-15,12.41525056,1.84E-13,0.099413496,1.04E-14,0.763705532,8.341749718,2.97E-13,0.100485495,1.85E-12,0.204895264,1.562627977,9.696214976,13.42398996,8.882298631,1.346321226,1.39E-13,5.39E-14,1.50E-05,0.983239548,0.052563549
3.37E-15,3.37E-15,4.672098297,1.85E-13,0.030325179,0.71092618,0.202532292,2.0059697,2.82E-13,0.001507571,1.78E-12,0.056504104,0.543153274,2.257225685,9.569733428,10.03763344,1.080095971,1.34E-13,5.52E-14,0.005339579,0.197662649,0.015562682
3.61E-15,3.61E-15,1.789224623,1.85E-13,0.014341727,0.011938929,0.0751593,0.479837336,2.65E-13,4.70E-06,1.70E-12,0.022210127,0.265160809,0.681778913,7.143162506,11.29437758,1.043345365,1.29E-13,5.66E-14,0.093659161,0.028965126,0.007330136
3.87E-15,3.87E-15,1.361513348,1.84E-13,0.030302269,1.70E-14,0.077023208,0.298321526,2.46E-13,4.82E-08,1.61E-12,0.028028967,0.257191898,0.550882448,5.937328864,11.45730405,1.825035524,7.24E-05,5.80E-14,0.294355849,0.011326295,0.007497526
4.16E-15,4.16E-15,2.369633551,1.84E-13,0.216262258,2.05E-14,0.204240245,0.619404936,2.26E-13,3.81E-08,1.53E-12,0.115246612,0.467862549,1.230885676,5.795183717,2.039470292,5.112206999,0.000187011,5.95E-14,0.512057148,0.025099732,0.01480321
4.46E-15,4.46E-15,5.78005905,1.83E-13,1.771065666,2.48E-14,0.658657853,2.187638807,2.04E-13,7.09E-07,1.44E-12,0.748678941,1.11277559,4.009724855,6.803980647,0.155775517,12.05586228,3.37E-08,6.10E-14,0.743327972,0.165448423,0.036228215
4.78E-15,4.78E-15,12.83126397,1.81E-13,7.116342211,2.97E-14,1.45958236,7.606168489,1.81E-13,0.005267119,1.35E-12,3.300002472,2.396787459,9.858837198,9.781829659,0.044860063,17.83667219,5.85E-11,6.25E-14,1.353492821,1.848455226,0.06830382
5.12E-15,5.12E-15,18.81389793,1.79E-13,10.22965186,3.54E-14,2.055881588,16.12618618,1.58E-13,6.838449832,1.26E-12,5.843747269,3.751252738,13.5978756,16.03194827,0.127947245,20.38466189,2.82E-10,6.40E-14,2.631360438,9.198417572,0.079541662
5.47E-15,5.47E-15,22.87439112,1.77E-13,9.188000363,4.17E-14,2.219026305,23.09057751,1.36E-13,0.164076719,1.18E-12,6.877305711,4.770168718,14.54508268,24.03034056,0.596646767,19.93050276,4.40E-08,6.56E-14,3.793246077,18.1353554,0.070818711
5.83E-15,5.83E-15,27.31941135,1.74E-13,7.607700323,4.87E-14,1.539882858,26.56212909,1.15E-13,2.43E-07,1.10E-12,7.000988062,5.460961698,14.73719042,26.89032545,2.023258033,17.09494229,1.08E-05,6.72E-14,4.163583569,17.53748872,0.058094394
6.21E-15,6.21E-15,30.58879146,1.71E-13,6.889449159,5.61E-14,0.297707356,27.37498129,9.67E-14,1.36E-13,1.03E-12,6.185146892,5.901086742,15.37728839,22.70133946,4.193210385,14.53286993,0.001041458,6.89E-14,4.138542141,10.6348097,0.050328653
6.58E-15,6.58E-15,27.86598282,1.68E-13,7.727288448,6.38E-14,0.004243554,25.28730731,8.08E-14,1.37E-13,9.56E-13,4.382856108,5.999685685,16.55749434,17.26410857,4.94887365,13.88253636,0.018312923,7.05E-14,4.57656325,4.699432818,0.049825053
6.96E-15,6.96E-15,22.08008301,1.64E-13,9.688170659,7.17E-14,1.36E-05,21.79069413,5.86E-10,1.49E-09,8.88E-13,2.880156867,5.63857491,17.26557081,14.77003477,5.349880184,13.90521192,0.089835335,7.23E-14,5.392131091,2.700933021,0.051588924
7.33E-15,7.33E-15,16.58902948,1.61E-13,12.4075439,7.96E-14,4.09E-08,16.97374544,0.00012174,0.116945887,8.25E-13,1.86072989,4.754712628,16.91940661,15.28603438,6.129263402,13.53948121,0.270097767,7.40E-14,7.107229015,2.856235237,0.048806047
7.70E-15,7.70E-15,12.55044252,1.57E-13,15.40878897,1.77E-05,2.81E-09,12.06345881,0.028424915,0.01977619,7.67E-13,1.096180708,3.485541452,15.79571033,16.47350444,8.264010981,12.81404868,1.018667872,7.58E-14,10.00491363,1.948653283,0.039899507
8.06E-15,8.06E-15,9.954067828,1.54E-13,18.8420059,0.084391465,1.89E-07,8.719170753,0.895404727,1.42E-13,7.15E-13,0.502664298,2.34130344,15.49908081,16.66457708,13.30244628,13.34306505,4.838083141,7.76E-14,12.98245479,0.211017711,0.031108211
8.40E-15,8.40E-15,8.098657717,1.50E-13,23.12192504,0.901183202,0.003477926,7.372986042,7.293982316,1.43E-13,6.69E-13,0.160533316,1.590625258,16.4133522,15.91355145,23.77421461,16.82946633,14.15565008,7.95E-14,14.54216015,0.002907106,0.027408924
8.73E-15,8.73E-15,6.575050936,1.47E-13,27.90303284,1.378958725,3.358847971,7.163541376,17.09555121,1.45E-13,6.30E-13,0.040165373,1.158689538,17.76232148,14.23330687,40.32181201,23.14809214,22.88896553,8.14E-14,15.09027497,2.98E-05,0.0274248
9.04E-15,9.04E-15,5.519044461,1.45E-13,32.46035623,0.947365818,0.037557936,7.582437535,16.20040961,1.46E-13,5.97E-13,0.009577426,0.984300648,19.67330339,12.87667073,54.22340579,30.82224793,24.10915519,8.33E-14,14.37647802,1.08E-06,0.030686637
1.45E-10,1.45E-10,5.162849735,1.44E-13,34.53643578,0.534605665,5.02E-14,8.408801285,8.39558765,1.47E-13,5.71E-13,0.002570981,1.043689896,20.67148135,12.95877519,52.91457094,37.06111018,18.41773492,8.52E-14,12.41886316,3.92E-07,0.040149865
0.000592401,0.000592401,5.912409301,1.44E-13,30.76637798,0.532548335,4.79E-14,9.709252114,3.641599885,1.48E-13,5.53E-13,0.000866856,1.347703258,17.19430563,15.93159853,38.87276415,39.53084316,11.18950522,8.73E-14,10.1840833,9.45E-07,0.066091039
0.219695945,0.219695945,7.703380507,1.45E-13,25.61642075,0.770602077,4.55E-14,10.55330084,2.614492648,1.50E-13,5.41E-13,0.000412481,1.591661884,12.03891042,19.49759781,27.72137818,37.35369821,7.651713142,8.93E-14,8.79254311,4.57E-08,0.11326037
0.232034729,0.232034729,10.14830209,1.47E-13,22.50220087,1.279144594,4.32E-14,10.32832296,3.786019287,1.51E-13,5.35E-13,0.000279015,1.346357688,8.979749125,19.62633429,25.06918242,32.38986501,7.674314625,9.14E-14,8.800811651,1.27E-13,0.163804673
0.047325438,0.047325438,12.50080682,1.50E-13,21.48047556,2.233060159,4.09E-14,9.737457824,6.500357397,1.52E-13,5.35E-13,0.000227473,0.991488366,8.191425928,16.18498048,33.86955191,28.4880671,9.239998001,9.35E-14,9.279279092,1.27E-13,0.193354214
0.018653059,0.018653059,13.72495582,1.54E-13,23.17887888,3.88491293,3.87E-14,8.98427071,9.845822609,1.54E-13,5.40E-13,0.000197028,0.724007532,10.34645485,10.72684758,56.79161239,26.4854,11.45581424,9.56E-14,10.03586656,1.25E-13,0.190103312
0.007453912,0.007453912,13.42218082,4.39E-10,26.64082685,6.619049491,3.66E-14,8.362662292,12.04586207,1.55E-13,5.49E-13,0.000162895,0.567562177,15.72306779,6.287346583,77.59538516,26.55582364,13.39928629,9.78E-14,10.84894057,1.24E-13,0.17832554
