"","site.id","lat","long","dataset","site.name","age_bacon","PINUSX","prairie","QUERCUS","BETULA","other_herbs","CYPERACE","ALNUSX","OSTRYCAR","ULMUS","TSUGAX","PICEAX","ACERX","FRAXINUX","POPULUS","CUPRESSA","other_trees","LARIXPSEU","FAGUS","CARYA","TILIA","ABIES","JUGLANSX"
"747","13032",44.21895,-93.84015,13032,"Kimble Pond",7077.56425865817,11,260,72,11,35,16,2,13,33,0,0,2,2,0,2,5,0,0,11,29,0,2
"748","13032",44.21895,-93.84015,13032,"Kimble Pond",7177.56331331616,20,189,129,3,17,18,3,8,11,0,2,2,9,4,2,14,0,0,3,16,0,0
"749","13032",44.21895,-93.84015,13032,"Kimble Pond",7277.09355501575,14,273,156,9,25,23,1,21,39,0,9,2,3,0,2,2,0,0,17,144,0,1
"750","13032",44.21895,-93.84015,13032,"Kimble Pond",7376.98443606151,16,152,113,2,10,4,0,5,29,0,4,1,0,0,0,3,0,0,4,40,0,0
"751","13032",44.21895,-93.84015,13032,"Kimble Pond",7476.99553022264,7,171,125,6,22,9,0,14,52,0,1,3,5,0,3,3,0,0,6,64,0,2
"752","13032",44.21895,-93.84015,13032,"Kimble Pond",7561.21071081868,5,203,41,1,15,2,1,4,13,0,1,2,3,0,3,5,0,0,3,41,0,3
"753","13032",44.21895,-93.84015,13032,"Kimble Pond",7584.89567364098,28,200,103,2,17,15,1,9,32,0,6,1,0,0,0,1,0,0,5,27,0,1
"754","13032",44.21895,-93.84015,13032,"Kimble Pond",7608.58063646328,16,158,122,8,13,9,4,51,39,0,3,1,2,1,0,7,0,0,4,28,0,4
"755","13032",44.21895,-93.84015,13032,"Kimble Pond",7624.37061167815,8,93,149,1,5,5,1,25,38,0,1,0,0,0,0,3,0,0,10,15,0,0
"756","13032",44.21895,-93.84015,13032,"Kimble Pond",7640.16058689301,11,113,77,5,18,13,1,16,21,0,0,1,4,1,2,23,0,0,10,7,0,1
"757","13032",44.21895,-93.84015,13032,"Kimble Pond",7655.95056210788,16,195,220,3,10,14,1,18,68,0,0,0,4,0,0,5,0,0,4,16,0,1
"758","13032",44.21895,-93.84015,13032,"Kimble Pond",7671.30064608108,14,183,175,2,13,7,0,13,84,0,3,3,5,0,1,4,0,0,2,38,0,1
"759","13032",44.21895,-93.84015,13032,"Kimble Pond",7686.50409964038,26,242,299,6,15,12,1,27,91,0,0,3,5,0,0,5,0,0,7,35,0,0
"760","13032",44.21895,-93.84015,13032,"Kimble Pond",7701.70755319968,14,134,203,1,13,12,1,27,69,0,2,1,4,1,0,3,0,0,4,23,0,0
"761","13032",44.21895,-93.84015,13032,"Kimble Pond",7716.91100675898,21,149,179,2,10,12,1,54,1,0,3,29,4,0,1,2,0,0,9,22,0,0
"762","13032",44.21895,-93.84015,13032,"Kimble Pond",7732.11446031829,12,172,194,6,8,9,2,15,74,0,2,3,6,0,1,3,0,0,7,25,0,0
"763","13032",44.21895,-93.84015,13032,"Kimble Pond",7739.71618709794,16,147,70,11,16,6,3,92,118,0,2,4,2,0,1,2,0,0,2,12,0,1
"764","13032",44.21895,-93.84015,13032,"Kimble Pond",7762.52136743689,8,137,130,2,9,9,1,25,68,0,4,0,4,1,1,1,0,0,3,37,0,1
"765","13032",44.21895,-93.84015,13032,"Kimble Pond",7777.72482099619,9,126,126,1,6,4,0,34,43,0,0,0,9,0,0,3,0,0,6,14,0,0
"766","13032",44.21895,-93.84015,13032,"Kimble Pond",7792.9282745555,34,143,105,8,13,3,1,28,78,0,2,1,3,1,4,1,0,0,16,127,0,0
"767","13032",44.21895,-93.84015,13032,"Kimble Pond",7808.1317281148,20,95,109,4,13,10,0,45,41,0,2,1,2,0,0,0,0,0,12,23,0,0
"768","13032",44.21895,-93.84015,13032,"Kimble Pond",7823.77683893824,13,128,55,2,17,11,0,28,57,0,4,1,8,0,2,0,0,0,18,24,0,2
"769","13032",44.21895,-93.84015,13032,"Kimble Pond",7839.56916884972,26,161,91,8,24,12,0,100,74,0,2,5,5,0,1,0,0,0,11,28,0,0
"770","13032",44.21895,-93.84015,13032,"Kimble Pond",7942.21931327438,34,166,81,9,28,21,4,67,79,0,18,3,4,0,1,2,0,0,13,23,0,0
"771","13032",44.21895,-93.84015,13032,"Kimble Pond",7958.01164318586,24,184,69,24,24,12,3,13,32,0,7,1,4,1,1,6,0,0,12,8,0,1
"772","13032",44.21895,-93.84015,13032,"Kimble Pond",7973.81327269098,14,228,64,9,18,16,0,52,81,0,28,3,5,0,3,2,0,0,19,23,0,1
"773","13032",44.21895,-93.84015,13032,"Kimble Pond",7989.64280097699,24,250,60,10,12,11,1,25,67,0,20,4,3,0,0,3,0,0,9,15,0,2
"774","13032",44.21895,-93.84015,13032,"Kimble Pond",8005.472329263,32,174,51,9,12,10,0,31,52,0,16,2,2,1,0,1,0,0,7,37,0,1
"775","13032",44.21895,-93.84015,13032,"Kimble Pond",8021.30185754901,25,262,77,12,13,4,1,66,177,0,2,1,11,0,0,4,0,0,16,15,0,2
"776","13032",44.21895,-93.84015,13032,"Kimble Pond",8037.13138583502,16,181,53,20,5,5,2,21,93,0,8,2,10,0,1,1,0,0,5,11,0,0
"777","13032",44.21895,-93.84015,13032,"Kimble Pond",8052.96091412103,16,235,81,11,14,10,5,40,100,0,5,2,6,0,0,4,0,0,12,32,0,0
"778","13032",44.21895,-93.84015,13032,"Kimble Pond",8068.79044240704,30,361,85,8,25,7,4,70,79,0,6,5,6,2,1,0,0,0,4,55,0,1
"779","13032",44.21895,-93.84015,13032,"Kimble Pond",8084.61997069306,19,246,82,5,15,11,2,56,77,0,6,2,1,0,0,1,0,0,6,17,0,0
"780","13032",44.21895,-93.84015,13032,"Kimble Pond",8100.44949897907,36,416,98,7,16,10,3,34,151,0,9,1,1,0,2,2,0,0,10,34,0,0
"781","13032",44.21895,-93.84015,13032,"Kimble Pond",8116.27902726508,12,170,23,11,14,1,1,9,52,0,4,1,2,0,3,2,0,0,2,15,0,1
"782","13032",44.21895,-93.84015,13032,"Kimble Pond",8147.80338896833,10,170,140,3,11,6,1,83,118,0,0,6,1,0,3,1,0,0,3,11,0,1
"783","13032",44.21895,-93.84015,13032,"Kimble Pond",8163.52516135933,16,142,104,5,11,3,1,61,153,0,0,0,5,0,2,5,0,0,1,19,0,0
"784","13032",44.21895,-93.84015,13032,"Kimble Pond",8179.24693375032,14,194,225,8,15,4,1,35,196,0,2,1,6,1,3,1,0,0,16,16,0,0
"785","13032",44.21895,-93.84015,13032,"Kimble Pond",8194.96870614132,16,228,99,4,10,5,0,19,130,0,0,4,2,4,2,2,0,0,21,6,0,0
"786","13032",44.21895,-93.84015,13032,"Kimble Pond",8210.69047853231,16,314,151,4,21,10,2,47,321,0,0,1,8,2,0,6,0,0,6,10,0,0
"787","13032",44.21895,-93.84015,13032,"Kimble Pond",8226.41225092331,2,227,66,1,14,10,2,28,203,0,2,1,6,0,0,0,0,0,11,10,0,1
"788","13032",44.21895,-93.84015,13032,"Kimble Pond",8242.13402331431,21,236,100,8,13,7,3,40,112,0,5,3,8,0,0,2,0,0,5,12,0,0
"789","13032",44.21895,-93.84015,13032,"Kimble Pond",8257.8557957053,14,221,79,8,30,7,2,45,125,0,3,0,3,1,1,2,0,0,17,12,0,2
"790","13032",44.21895,-93.84015,13032,"Kimble Pond",8273.5775680963,15,256,82,13,27,13,1,55,123,0,4,0,3,0,2,3,0,0,18,18,0,1
"791","13032",44.21895,-93.84015,13032,"Kimble Pond",8289.32198295955,25,282,152,9,29,14,3,67,156,0,4,4,9,0,1,3,0,0,22,9,0,4
"792","13032",44.21895,-93.84015,13032,"Kimble Pond",8305.13432523956,26,284,139,10,31,10,1,99,171,0,2,5,8,0,0,2,0,0,16,16,0,5
"793","13032",44.21895,-93.84015,13032,"Kimble Pond",8320.94666751957,22,418,189,2,31,14,4,66,211,0,6,6,5,0,0,7,1,0,18,8,2,2
"794","13032",44.21895,-93.84015,13032,"Kimble Pond",8336.75900979957,21,248,86,11,24,5,1,64,92,0,6,4,4,0,5,7,0,0,10,9,0,1
"795","13032",44.21895,-93.84015,13032,"Kimble Pond",8368.38369435959,22,159,100,13,27,7,5,37,106,0,6,5,0,0,1,2,0,0,11,11,1,1
"796","13032",44.21895,-93.84015,13032,"Kimble Pond",8384.1960366396,28,226,86,6,32,20,1,33,114,0,5,4,5,0,0,3,0,0,17,8,0,1
"797","13032",44.21895,-93.84015,13032,"Kimble Pond",8400.00837891961,16,294,107,6,36,9,0,82,53,0,4,5,0,0,1,8,0,0,7,8,0,1
"798","13032",44.21895,-93.84015,13032,"Kimble Pond",8415.82072119962,7,201,94,3,16,7,2,71,115,0,2,2,5,0,0,2,0,0,4,2,0,2
"799","13032",44.21895,-93.84015,13032,"Kimble Pond",8431.63306347962,9,115,185,8,16,20,2,54,88,0,0,10,10,1,1,9,0,0,19,0,0,0
"800","13032",44.21895,-93.84015,13032,"Kimble Pond",8447.33258547525,23,217,109,14,23,8,8,78,77,0,4,1,3,0,0,6,0,0,3,9,0,1
"801","13032",44.21895,-93.84015,13032,"Kimble Pond",8616.65364473551,30,202,148,8,37,21,1,55,88,0,6,0,9,0,0,1,0,0,10,12,2,1
"802","13032",44.21895,-93.84015,13032,"Kimble Pond",8632.2942152325,16,209,132,11,26,13,3,16,51,0,2,1,10,4,0,8,0,0,5,11,0,3
"803","13032",44.21895,-93.84015,13032,"Kimble Pond",8647.93478572948,37,312,239,15,28,30,1,136,167,0,6,5,14,0,1,11,0,0,15,19,0,1
"804","13032",44.21895,-93.84015,13032,"Kimble Pond",8663.57535622647,24,185,104,8,13,11,1,63,101,0,6,3,5,0,0,1,0,0,5,18,0,0
"805","13032",44.21895,-93.84015,13032,"Kimble Pond",8679.21592672345,32,251,116,13,25,19,0,71,114,0,7,3,4,0,0,1,0,0,9,16,1,2
"806","13032",44.21895,-93.84015,13032,"Kimble Pond",8694.85649722043,6,154,119,0,33,18,1,118,119,0,30,2,7,0,1,5,0,0,10,18,0,1
"807","13032",44.21895,-93.84015,13032,"Kimble Pond",8710.49706771742,23,115,137,22,21,15,1,53,107,0,2,3,5,0,2,3,0,0,19,17,0,3
"808","13032",44.21895,-93.84015,13032,"Kimble Pond",8726.13763821441,37,153,174,12,41,31,5,77,123,0,10,5,6,0,0,1,0,0,17,15,0,7
"809","13032",44.21895,-93.84015,13032,"Kimble Pond",8741.77820871139,20,153,161,3,28,21,1,94,85,0,4,3,6,0,1,2,0,0,14,18,0,2
"810","13032",44.21895,-93.84015,13032,"Kimble Pond",8758.16872185644,47,153,106,7,57,38,1,45,75,0,8,2,7,0,0,3,0,0,24,21,0,5
"811","13032",44.21895,-93.84015,13032,"Kimble Pond",8776.8090629457,37,150,117,6,42,27,2,39,60,0,9,3,3,0,2,3,0,0,22,20,2,5
"812","13032",44.21895,-93.84015,13032,"Kimble Pond",8795.44940403496,25,147,139,31,36,14,0,15,61,0,2,2,11,0,1,5,0,0,26,24,0,5
"813","13032",44.21895,-93.84015,13032,"Kimble Pond",8814.08974512422,38,138,163,10,36,31,1,62,82,0,4,3,6,0,1,1,0,0,20,14,0,2
"814","13032",44.21895,-93.84015,13032,"Kimble Pond",8832.73008621348,26,161,121,10,42,17,4,36,85,0,7,3,4,0,0,1,0,0,23,16,1,6
"815","13032",44.21895,-93.84015,13032,"Kimble Pond",8870.010768392,14,98,110,6,23,13,1,32,39,0,4,0,5,0,1,3,0,0,18,10,0,3
"816","13032",44.21895,-93.84015,13032,"Kimble Pond",8888.65110948126,39,167,121,32,74,23,1,12,64,0,3,8,15,0,2,5,0,0,18,9,0,3
"817","13032",44.21895,-93.84015,13032,"Kimble Pond",8907.29145057052,50,173,90,6,61,32,2,21,68,0,6,2,10,0,2,0,0,0,14,5,0,4
"8181","13032",44.21895,-93.84015,13032,"Kimble Pond",8925.93179165978,68,241,102,22,64,15,5,34,91,0,11,3,8,0,0,3,0,0,15,12,2,3
"8191","13032",44.21895,-93.84015,13032,"Kimble Pond",8947.17319968778,36,231,78,1,64,37,4,37,57,0,4,4,3,0,1,1,0,0,8,16,0,4
"8201","13032",44.21895,-93.84015,13032,"Kimble Pond",8976.21780853202,26,151,61,9,41,31,1,28,48,0,4,1,3,0,2,2,0,0,8,9,1,4
"8211","13032",44.21895,-93.84015,13032,"Kimble Pond",9005.26241737627,30,170,76,18,29,25,1,32,100,0,2,8,6,0,2,2,0,0,8,12,0,5
"8221","13032",44.21895,-93.84015,13032,"Kimble Pond",9034.30702622051,12,126,81,3,25,12,4,121,136,0,2,2,8,0,3,0,0,0,24,5,0,3
"8231","13032",44.21895,-93.84015,13032,"Kimble Pond",9063.35163506475,16,100,80,1,31,17,0,79,261,0,3,2,19,0,3,0,0,0,55,24,0,11
"8241","13032",44.21895,-93.84015,13032,"Kimble Pond",9092.39624390899,31,149,89,5,33,20,3,81,120,0,2,1,8,0,1,0,0,0,18,23,0,4
"8251","13032",44.21895,-93.84015,13032,"Kimble Pond",9121.44085275323,33,129,108,11,31,14,4,40,85,0,2,3,4,0,1,2,0,0,7,27,1,2
"8261","13032",44.21895,-93.84015,13032,"Kimble Pond",9150.48546159747,24,127,35,8,15,11,2,17,59,0,1,0,1,0,1,4,0,0,10,2,0,3
"8271","13032",44.21895,-93.84015,13032,"Kimble Pond",9490.69316975744,19,90,170,3,23,12,1,64,132,0,4,10,7,1,1,1,0,0,7,12,0,6
"8281","13032",44.21895,-93.84015,13032,"Kimble Pond",9631.21774648355,29,74,126,0,25,11,2,53,147,0,3,3,4,1,0,0,0,0,27,14,0,8
"8291","13032",44.21895,-93.84015,13032,"Kimble Pond",9771.70754735322,26,142,125,11,30,9,2,19,122,0,1,3,2,0,3,6,0,0,20,16,0,3
"8301","13032",44.21895,-93.84015,13032,"Kimble Pond",9919.48145767345,24,87,135,4,43,7,0,40,191,0,2,1,4,3,0,1,0,0,32,12,1,8
"8311","13032",44.21895,-93.84015,13032,"Kimble Pond",10068.5407990732,15,92,172,10,19,23,1,46,111,0,0,1,9,0,3,2,0,0,54,17,0,2
"8321","13032",44.21895,-93.84015,13032,"Kimble Pond",10210.5456686091,37,104,78,14,52,10,1,119,75,0,2,3,2,0,1,1,0,0,11,10,0,7
"8331","13032",44.21895,-93.84015,13032,"Kimble Pond",10351.3056313456,19,88,156,9,20,8,1,61,169,0,4,3,0,0,0,0,0,0,54,29,0,3
"8341","13032",44.21895,-93.84015,13032,"Kimble Pond",10566.0357181255,17,96,160,4,20,10,1,47,201,0,2,2,2,0,1,0,0,0,41,23,0,3
"8351","13032",44.21895,-93.84015,13032,"Kimble Pond",10709.068302551,12,54,63,4,14,7,2,68,321,0,2,5,1,0,0,0,0,0,14,14,0,5
"8361","13032",44.21895,-93.84015,13032,"Kimble Pond",10851.3826495019,10,49,81,4,7,5,1,68,305,0,1,4,0,0,0,0,0,0,17,14,0,7
"8371","13032",44.21895,-93.84015,13032,"Kimble Pond",10992.9412638093,20,51,81,3,11,3,1,78,323,0,0,1,4,0,0,1,0,0,22,16,1,2
"8381","13032",44.21895,-93.84015,13032,"Kimble Pond",11133.0963746359,10,66,86,30,11,2,2,59,255,0,0,4,9,1,1,0,0,0,15,22,0,1
"8391","13032",44.21895,-93.84015,13032,"Kimble Pond",11273.8001374462,16,67,177,5,10,1,1,15,272,0,0,12,24,2,0,6,0,0,22,22,0,0
"1019","13051",46.5986,-96.18675,13051,"West Olaf Lake",4078.63054637813,27,171,65,14,23,20,11,2,10,0,0,1,7,6,0,10,0,0,0,1,2,0
"1020","13051",46.5986,-96.18675,13051,"West Olaf Lake",4292.39689373875,51,177,37,6,23,5,7,0,3,0,0,1,3,2,0,24,0,0,0,1,0,0
"10211","13051",46.5986,-96.18675,13051,"West Olaf Lake",4366.87556674977,36,179,69,4,34,15,9,1,4,0,0,0,3,0,0,6,0,0,0,2,0,0
"1022","13051",46.5986,-96.18675,13051,"West Olaf Lake",4438.81706770589,29,205,55,4,16,18,10,5,8,0,0,0,4,0,0,23,0,0,0,4,0,1
"1023","13051",46.5986,-96.18675,13051,"West Olaf Lake",4510.08067600258,22,191,51,9,17,24,10,1,3,0,1,2,8,0,0,17,0,0,0,1,1,0
"1024","13051",46.5986,-96.18675,13051,"West Olaf Lake",4584.7369135309,36,157,67,17,16,21,7,3,1,0,0,0,3,0,0,12,0,0,0,0,1,0
"1025","13051",46.5986,-96.18675,13051,"West Olaf Lake",4725.36774592428,35,164,55,8,33,26,12,2,2,0,0,1,1,5,0,20,0,0,0,1,2,0
"1026","13051",46.5986,-96.18675,13051,"West Olaf Lake",4796.40984003951,43,197,40,7,18,23,8,0,0,0,0,0,4,1,0,13,0,0,0,0,0,0
"1027","13051",46.5986,-96.18675,13051,"West Olaf Lake",4865.52538564233,65,187,63,5,24,26,8,1,6,0,0,1,2,0,0,9,0,0,0,0,1,0
"1028","13051",46.5986,-96.18675,13051,"West Olaf Lake",4934.32370583989,33,211,63,7,9,26,6,1,5,0,0,2,5,0,0,23,0,0,0,0,1,1
"1029","13051",46.5986,-96.18675,13051,"West Olaf Lake",5005.14078305244,20,188,61,4,26,30,8,0,6,0,0,2,4,1,0,25,1,0,0,0,1,0
"1030","13051",46.5986,-96.18675,13051,"West Olaf Lake",5072.97480929539,31,198,34,11,12,29,5,1,1,0,0,1,3,0,0,15,0,0,0,0,2,0
"10311","13051",46.5986,-96.18675,13051,"West Olaf Lake",5142.42590671745,27,239,23,5,40,63,9,0,2,0,0,2,1,4,0,19,0,0,0,0,3,1
"1032","13051",46.5986,-96.18675,13051,"West Olaf Lake",5168.96028144413,31,214,37,7,20,19,11,2,1,0,1,0,2,0,0,14,0,0,0,0,2,0
"1033","13051",46.5986,-96.18675,13051,"West Olaf Lake",5214.79238324476,29,213,30,7,24,25,12,4,6,0,3,0,1,3,0,14,0,0,0,0,0,0
"1034","13051",46.5986,-96.18675,13051,"West Olaf Lake",5317.56639308193,36,220,40,11,29,23,15,0,7,0,1,4,2,0,0,14,0,0,0,0,0,0
"1035","13051",46.5986,-96.18675,13051,"West Olaf Lake",5418.98607510937,40,177,83,10,15,29,12,3,13,0,1,2,4,1,0,7,0,0,0,0,0,0
"1036","13051",46.5986,-96.18675,13051,"West Olaf Lake",5523.07118138232,31,186,51,4,23,29,5,3,8,0,0,3,4,0,0,5,0,0,0,0,1,0
"10371","13051",46.5986,-96.18675,13051,"West Olaf Lake",5627.40232130897,18,187,82,4,17,25,5,2,10,0,2,0,4,0,0,1,0,0,0,0,0,0
"10381","13051",46.5986,-96.18675,13051,"West Olaf Lake",5745.26752668076,18,154,77,0,18,7,6,0,14,0,0,5,1,3,0,13,1,0,0,0,0,0
"10391","13051",46.5986,-96.18675,13051,"West Olaf Lake",5836.55165956538,17,222,101,4,20,11,3,1,10,0,0,0,3,0,0,12,0,0,0,0,0,2
"10401","13051",46.5986,-96.18675,13051,"West Olaf Lake",5938.88829319704,45,177,54,3,11,16,8,1,8,0,0,2,0,0,0,5,0,0,0,0,0,3
"10411","13051",46.5986,-96.18675,13051,"West Olaf Lake",6043.97853651588,23,239,32,3,20,5,12,0,2,0,2,0,5,0,0,6,0,0,0,0,0,0
"10421","13051",46.5986,-96.18675,13051,"West Olaf Lake",6149.16230111016,41,188,74,0,13,4,12,1,6,0,0,8,1,1,0,4,0,0,0,0,0,0
"10431","13051",46.5986,-96.18675,13051,"West Olaf Lake",6183.63698984696,34,180,70,3,22,23,8,3,11,0,0,0,2,1,0,5,0,0,0,0,0,0
"10441","13051",46.5986,-96.18675,13051,"West Olaf Lake",6218.11167858376,22,184,118,4,12,25,8,4,14,0,0,0,2,0,0,8,0,0,0,0,0,0
"10451","13051",46.5986,-96.18675,13051,"West Olaf Lake",6252.58636732057,41,206,25,2,28,25,5,1,3,0,0,0,1,5,0,6,0,0,1,0,1,0
"10461","13051",46.5986,-96.18675,13051,"West Olaf Lake",6303.62543963323,41,205,27,9,24,18,7,2,5,0,0,0,0,0,0,7,0,0,0,0,0,0
"10471","13051",46.5986,-96.18675,13051,"West Olaf Lake",6354.66451194589,44,186,32,12,25,13,11,3,19,0,0,4,1,1,0,14,0,0,0,0,0,2
"10481","13051",46.5986,-96.18675,13051,"West Olaf Lake",6455.22720326704,16,169,89,10,34,10,8,2,9,0,0,0,7,0,0,6,0,0,0,0,0,0
"10491","13051",46.5986,-96.18675,13051,"West Olaf Lake",6559.77875136066,29,172,67,3,43,17,8,2,14,0,0,4,2,2,0,22,3,0,0,0,0,1
"10501","13051",46.5986,-96.18675,13051,"West Olaf Lake",6682.27686035042,34,209,60,4,18,11,3,2,20,0,0,2,1,1,0,3,0,0,0,0,0,0
"10511","13051",46.5986,-96.18675,13051,"West Olaf Lake",6770.41079334532,19,206,69,0,32,9,1,1,3,0,0,7,12,5,0,6,1,0,0,1,0,0
"10521","13051",46.5986,-96.18675,13051,"West Olaf Lake",6895.18544866249,26,188,116,4,13,0,1,1,6,0,0,1,4,1,0,2,0,0,0,0,0,0
"10531","13051",46.5986,-96.18675,13051,"West Olaf Lake",6949.12451943799,28,142,133,5,20,24,2,1,11,0,0,3,2,0,0,2,0,0,0,0,0,0
"10541","13051",46.5986,-96.18675,13051,"West Olaf Lake",7030.03312560123,21,339,60,6,23,2,3,2,16,0,0,0,2,0,1,3,0,0,0,0,0,0
"10551","13051",46.5986,-96.18675,13051,"West Olaf Lake",7093.50996584796,28,154,117,3,24,11,2,5,12,0,1,1,3,2,0,1,0,0,1,1,0,0
"10561","13051",46.5986,-96.18675,13051,"West Olaf Lake",7166.05492612993,17,181,104,5,22,6,4,2,14,0,1,2,3,0,0,7,0,0,1,0,0,0
"10571","13051",46.5986,-96.18675,13051,"West Olaf Lake",7231.60395605029,12,236,129,2,38,5,1,2,16,0,1,0,6,0,0,2,0,0,0,0,0,0
"10581","13051",46.5986,-96.18675,13051,"West Olaf Lake",7306.51713310213,20,297,63,8,33,11,4,0,7,0,0,0,2,0,0,25,0,0,0,0,0,0
"10591","13051",46.5986,-96.18675,13051,"West Olaf Lake",7371.06914113882,32,217,54,2,23,18,4,2,12,0,3,0,0,0,0,13,0,0,0,0,0,0
"10601","13051",46.5986,-96.18675,13051,"West Olaf Lake",7444.84286460932,16,277,21,2,16,4,3,1,3,0,0,2,0,2,0,10,0,0,0,0,1,0
"10611","13051",46.5986,-96.18675,13051,"West Olaf Lake",7514.87038524277,25,204,18,21,26,13,5,4,6,0,4,0,0,0,0,8,0,0,0,0,0,0
"10621","13051",46.5986,-96.18675,13051,"West Olaf Lake",7584.89790587622,42,206,28,8,37,8,12,6,7,0,0,1,2,1,0,8,1,0,2,0,0,0
"10631","13051",46.5986,-96.18675,13051,"West Olaf Lake",7686.10406450243,39,240,34,10,24,30,7,7,12,0,2,0,7,1,0,13,0,0,0,0,0,0
"10641","13051",46.5986,-96.18675,13051,"West Olaf Lake",7801.76824578953,34,215,18,17,18,26,8,3,13,0,4,0,1,4,0,7,0,0,1,0,4,2
"10651","13051",46.5986,-96.18675,13051,"West Olaf Lake",7905.37296324878,25,218,36,13,22,19,7,2,7,0,0,0,2,0,0,10,0,0,0,0,0,0
"10661","13051",46.5986,-96.18675,13051,"West Olaf Lake",8023.77835463077,33,212,43,5,37,12,11,5,9,0,0,2,0,1,0,16,0,0,0,0,0,1
"10671","13051",46.5986,-96.18675,13051,"West Olaf Lake",8096.63240158823,26,218,45,9,26,23,7,2,8,0,2,0,2,0,0,13,0,0,0,0,0,0
"10681","13051",46.5986,-96.18675,13051,"West Olaf Lake",8169.48644854569,33,225,33,17,21,7,22,2,10,0,0,0,3,0,0,9,0,0,0,1,0,0
"10691","13051",46.5986,-96.18675,13051,"West Olaf Lake",8242.34049550315,41,197,30,14,18,15,11,2,10,0,3,0,9,0,0,10,0,0,1,0,0,1
"10701","13051",46.5986,-96.18675,13051,"West Olaf Lake",8313.50262660948,52,224,29,11,19,18,7,1,11,0,0,0,0,0,0,11,0,0,0,0,0,0
"10711","13051",46.5986,-96.18675,13051,"West Olaf Lake",8384.66475771581,26,179,29,9,16,17,8,6,10,0,0,0,1,1,0,16,0,0,0,0,0,0
"10721","13051",46.5986,-96.18675,13051,"West Olaf Lake",8455.82688882214,46,314,15,8,46,25,8,3,18,0,0,0,4,17,0,18,0,0,0,0,0,1
"10731","13051",46.5986,-96.18675,13051,"West Olaf Lake",8529.11885339902,62,176,26,7,45,22,5,2,18,0,5,1,0,1,0,6,0,0,0,0,0,0
"10741","13051",46.5986,-96.18675,13051,"West Olaf Lake",8602.41081797591,20,214,18,11,23,13,9,2,7,0,1,0,0,1,0,12,0,0,0,0,0,0
"10751","13051",46.5986,-96.18675,13051,"West Olaf Lake",8675.7027825528,21,217,23,16,25,19,6,1,5,0,5,1,0,1,0,11,0,0,0,0,0,0
"10761","13051",46.5986,-96.18675,13051,"West Olaf Lake",8747.71680886668,42,242,28,9,23,4,6,2,7,0,1,0,1,3,0,13,0,0,0,0,0,0
"10771","13051",46.5986,-96.18675,13051,"West Olaf Lake",8826.93223781195,41,147,54,8,28,27,10,5,16,0,2,1,1,7,0,7,0,0,1,0,0,0
"10781","13051",46.5986,-96.18675,13051,"West Olaf Lake",8891.74486149445,25,323,17,4,22,10,10,5,24,0,0,0,0,0,0,3,0,0,0,0,0,1
"10791","13051",46.5986,-96.18675,13051,"West Olaf Lake",557.216777885947,55,107,70,25,7,13,7,30,10,0,9,0,0,0,0,8,0,0,1,4,0,0
"10801","13051",46.5986,-96.18675,13051,"West Olaf Lake",1099.35078686443,67,101,83,36,13,19,1,36,7,0,4,0,2,0,0,5,0,0,0,3,0,0
"10811","13051",46.5986,-96.18675,13051,"West Olaf Lake",1365.9898245449,38,132,101,58,14,24,4,43,9,0,2,0,3,0,0,3,0,0,0,1,0,0
"10821","13051",46.5986,-96.18675,13051,"West Olaf Lake",1698.70973167053,19,78,138,56,11,25,2,16,9,0,2,0,5,4,0,3,0,0,1,3,0,0
"10831","13051",46.5986,-96.18675,13051,"West Olaf Lake",1953.27131452281,42,125,87,37,8,19,8,12,13,0,3,0,8,14,0,7,0,0,1,2,0,0
"10841","13051",46.5986,-96.18675,13051,"West Olaf Lake",2227.00347037378,35,143,91,27,15,30,7,23,15,0,1,1,11,2,0,2,0,0,0,3,0,0
"10851","13051",46.5986,-96.18675,13051,"West Olaf Lake",2545.89260551812,48,125,79,11,22,31,6,14,4,0,0,0,4,3,0,6,0,0,0,4,0,1
"10861","13051",46.5986,-96.18675,13051,"West Olaf Lake",2954.00484114076,34,128,78,39,18,26,16,5,5,0,1,1,8,3,0,8,0,0,0,18,2,0
"10871","13051",46.5986,-96.18675,13051,"West Olaf Lake",3147.82424278278,24,156,71,19,16,13,19,7,14,0,0,1,3,0,0,11,0,0,0,17,0,0
"10881","13051",46.5986,-96.18675,13051,"West Olaf Lake",3316.27579478935,33,145,98,9,9,13,4,3,11,0,0,1,4,0,0,7,0,0,0,8,0,0
"10891","13051",46.5986,-96.18675,13051,"West Olaf Lake",3482.6934640491,18,145,91,6,20,18,9,3,4,0,0,1,7,3,0,30,0,0,0,2,0,0
"10901","13051",46.5986,-96.18675,13051,"West Olaf Lake",3650.99297491146,32,160,72,32,13,32,20,13,8,0,0,1,6,4,0,11,0,0,0,2,0,0
"10911","13051",46.5986,-96.18675,13051,"West Olaf Lake",3862.93624737919,18,156,83,7,16,22,10,1,2,0,0,0,5,1,0,9,0,0,0,6,0,1
"1226","13097",46.21517,-89.32082,13097,"Glimmerglass Lake",377.427801253482,346,4,12,73,3,0,3,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0
"1227","13097",46.21517,-89.32082,13097,"Glimmerglass Lake",4012.138955154,350,9,12,64,3,0,7,2,0,0,7,11,6,0,0,0,0,0,0,0,2,2
